,Unnamed: 0,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
423,13848,JB340878,nan,2018-07-08 14:19:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/08/2018 02:19:00 PM,PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,140,N,MICHIGAN AVE,111,,Y,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,1,7,41.884220034,-87.62458859,POINT (-87.624588590033 41.88422003391)
424,13860,JB340861,nan,2018-07-08 13:30:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/08/2018 02:18:00 PM,IMPROPER BACKING,FAILING TO YIELD RIGHT-OF-WAY,59,E,VAN BUREN ST,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,1,7,41.876878778000005,-87.625410997,POINT (-87.62541099739 41.876878778218)
425,13861,JB340853,nan,2018-07-08 13:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,07/08/2018 02:02:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,250,S,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,1,7,41.878138181,-87.637064995,POINT (-87.637064995202 41.878138181156)
427,13876,JB340815,nan,2018-07-08 12:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/08/2018 12:48:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,155,N,MICHIGAN AVE,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12,1,7,41.884636249,-87.62431388700001,POINT (-87.624313887229 41.884636249203)
428,13935,JB341679,nan,2018-07-08 05:04:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,FIXED OBJECT,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",07/09/2018 05:06:00 AM,NOT APPLICABLE,NOT APPLICABLE,525,S,STATE ST,123,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1,7,41.875179056,-87.62747378899998,POINT (-87.627473789449 41.875179056058)
429,13983,JB340223,nan,2018-07-08 00:40:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ANGLE,ONE-WAY,2.0,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/08/2018 01:05:00 AM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",DISTRACTION - FROM OUTSIDE VEHICLE,200,W,LAKE ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,7,41.885838457,-87.633972551,POINT (-87.633972551477 41.885838457417)
430,14003,JB340180,Y,2018-07-07 23:40:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",07/07/2018 11:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,100,N,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23,7,7,41.883261677,-87.63719466399998,POINT (-87.637194664288 41.883261676997)
431,14030,JB345138,nan,2018-07-07 22:20:00,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",07/11/2018 01:15:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,464,N,HALSTED ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,7,7,41.89092811,-87.647774211,POINT (-87.647774210873 41.89092811034)
432,14043,JB340047,nan,2018-07-07 21:30:00,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,6.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/07/2018 09:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,500,N,MICHIGAN AVE,1834,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,7,7,41.89097123,-87.62427694600002,POINT (-87.624276945562 41.890971229645)
434,14106,JB339846,nan,2018-07-07 17:40:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/07/2018 06:47:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,541,W,FULTON ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,7,7,41.886705653,-87.64140961700001,POINT (-87.641409617426 41.886705652772)
435,14113,JB339788,nan,2018-07-07 17:30:00,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/07/2018 05:49:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,122,S,MICHIGAN AVE,112,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,7,7,41.880263371999995,-87.62450498,POINT (-87.624504980387 41.880263372185)
436,14160,JB339598,nan,2018-07-07 15:20:00,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/07/2018 03:27:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,105,S,STATE ST,112,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,7,7,41.88059334,-87.62758605399998,POINT (-87.627586053728 41.880593339606)
437,14304,JB339119,nan,2018-07-07 07:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",07/07/2018 08:45:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,601,S,MICHIGAN AVE,114,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,7,7,41.874376938000005,-87.62408588299999,POINT (-87.624085883427 41.874376937955)
439,14355,JB338878,nan,2018-07-07 00:01:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/07/2018 12:50:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,415,N,LA SALLE DR,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,7,7,41.88974388,-87.63239653,POINT (-87.632396529615 41.889743879957)
440,14362,JB338832,nan,2018-07-06 23:34:00,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/07/2018 12:00:00 AM,IMPROPER LANE USAGE,NOT APPLICABLE,500,W,EISENHOWER EXPY OB,121,,,,Y,CONSTRUCTION,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,6.0,0.0,23,6,7,41.875752184,-87.639701355,POINT (-87.639701355018 41.875752183504)
441,14376,JB338718,nan,2018-07-06 22:30:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/06/2018 10:35:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,204,S,HALSTED ST,1232,,,,,,,3.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22,6,7,41.879055861,-87.64742289799999,POINT (-87.64742289794 41.879055860747)
442,14388,JB338681,nan,2018-07-06 21:26:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/06/2018 09:36:00 PM,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,95,N,HALSTED ST,1224,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,6,7,41.883112769,-87.647257404,POINT (-87.647257404063 41.883112769192)
444,14396,JB338609,nan,2018-07-06 20:25:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/06/2018 08:50:00 PM,IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,165,N,DESPLAINES ST,121,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,20,6,7,41.885014649,-87.644076795,POINT (-87.644076795159 41.885014648542)
445,14402,JB339264,nan,2018-07-06 20:06:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/07/2018 11:00:00 AM,IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,629,W,MADISON ST,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,6,7,41.881712576,-87.64396327799999,POINT (-87.643963277503 41.881712575721)
446,14404,JB338711,nan,2018-07-06 20:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/06/2018 10:10:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,636,W,MADISON ST,121,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,20,6,7,41.881930871,-87.64405661100002,POINT (-87.644056611427 41.881930870609)
448,14433,JB338593,nan,2018-07-06 18:54:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,6.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/06/2018 06:54:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,501,W,WASHINGTON BLVD,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,6,7,41.883071389,-87.63978532,POINT (-87.639785319658 41.883071388612)
450,14451,JB338450,Y,2018-07-06 18:15:00,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,5.0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/06/2018 06:16:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,500,W,RANDOLPH ST,121,,,,,,,4.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18,6,7,41.884551613,-87.639874241,POINT (-87.639874240945 41.884551612703)
451,14458,JB338563,nan,2018-07-06 18:00:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,UNKNOWN,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/06/2018 08:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,45,E,CONGRESS PKWY,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,6,7,41.875580988,-87.625866711,POINT (-87.62586671107 41.875580988217)
453,14484,JB344464,nan,2018-07-06 17:00:00,5,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT ON HILLCREST,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"$501 - $1,500",07/10/2018 09:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,318,S,FEDERAL ST,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,6,7,41.877626241,-87.629861971,POINT (-87.629861971218 41.877626240947)
454,14489,JB338483,nan,2018-07-06 17:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),0.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/06/2018 06:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,600,S,JEFFERSON ST,124,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,6,7,41.874327812,-87.64256917600002,POINT (-87.642569175521 41.874327811839)
455,14490,JB338347,nan,2018-07-06 17:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/06/2018 05:57:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,398,S,CLARK ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,6,7,41.876945145,-87.63089793399998,POINT (-87.630897934047 41.876945144925)
456,14493,JB338302,nan,2018-07-06 16:55:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,"OVER $1,500",07/06/2018 05:15:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,225,S,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16,6,7,41.878742842,-87.636527875,POINT (-87.636527875437 41.87874284191)
458,14505,JB338283,nan,2018-07-06 16:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/06/2018 05:18:00 PM,IMPROPER LANE USAGE,FAILING TO YIELD RIGHT-OF-WAY,60,E,BALBO AVE,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,6,7,41.873242481,-87.62569600100002,POINT (-87.625696001047 41.873242481485)
459,14532,JB338218,nan,2018-07-06 15:47:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",07/06/2018 04:01:00 PM,DISTRACTION - FROM INSIDE VEHICLE,NOT APPLICABLE,42,E,VAN BUREN ST,113,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,6,7,41.877079618,-87.626142149,POINT (-87.626142148945 41.877079618396)
460,14605,JB337956,nan,2018-07-06 13:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/06/2018 01:30:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,200,W,VAN BUREN ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,6,7,41.876957409,-87.63377285700001,POINT (-87.633772857208 41.87695740937)
462,14643,JB337950,nan,2018-07-06 11:00:00,3,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,5.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/06/2018 01:43:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6,N,CLARK ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11,6,7,41.882098718,-87.63103712799999,POINT (-87.631037127564 41.882098717724)
464,14654,JB338171,nan,2018-07-06 10:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,5.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/06/2018 03:55:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,3,W,CONGRESS PKWY,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,6,7,41.875527411,-87.62774620399998,POINT (-87.627746204022 41.875527411086)
465,14689,JB337563,nan,2018-07-06 08:15:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),7.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/06/2018 08:15:00 AM,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,701,S,MICHIGAN AVE,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,6,7,41.873099415,-87.62405157,POINT (-87.624051569998 41.873099414846)
467,14722,JB337426,nan,2018-07-06 03:07:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/06/2018 03:07:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,60,W,ILLINOIS ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,6,7,41.890940946,-87.630324339,POINT (-87.630324339166 41.890940946428)
468,14755,JB337710,nan,2018-07-05 21:00:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/06/2018 11:00:00 AM,NOT APPLICABLE,NOT APPLICABLE,350,N,DESPLAINES ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,5,7,41.888300023,-87.644461851,POINT (-87.644461850945 41.888300022931)
469,14785,JB336996,nan,2018-07-05 18:24:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/05/2018 06:26:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,759,W,HARRISON ST,1232,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18,5,7,41.874215506999995,-87.646286301,POINT (-87.646286300579 41.874215506784)
471,14806,JB336973,nan,2018-07-05 17:10:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,6.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/05/2018 06:40:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,335,W,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17,5,7,41.885989524,-87.63635337299999,POINT (-87.636353373263 41.885989524262)
472,14811,JB336877,nan,2018-07-05 17:02:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2.0,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,N,"OVER $1,500",07/05/2018 05:02:00 PM,IMPROPER BACKING,UNABLE TO DETERMINE,11,E,HUBBARD ST,1834,Y,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,5,7,41.889963868,-87.62750692200001,POINT (-87.627506922359 41.889963868268)
473,14819,JB337188,Y,2018-07-05 16:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,07/05/2018 08:42:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,200,N,HALSTED ST,1214,,,Y,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,5,7,41.885689616,-87.647621732,POINT (-87.647621731544 41.88568961566)
474,14822,JB336885,nan,2018-07-05 16:23:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/05/2018 05:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,205,E,LOWER RANDOLPH ST,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16,5,7,41.88429029,-87.62211751299999,POINT (-87.622117512611 41.884290289602)
475,14827,JB336810,nan,2018-07-05 16:10:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,OTHER,0.0,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",07/05/2018 04:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,700,W,LAKE ST,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16,5,7,41.885796941,-87.64570080799999,POINT (-87.645700808301 41.885796941486)
